SEXE;EDAT;DATA;ESDEVENIMENT;PAUTA;RECOMPTE
Dona;10 a 19;02/07/2021;Cas;Completa;11
Dona;10 a 19;02/07/2021;Cas;No iniciada;708
Home;10 a 19;02/07/2021;Cas;Completa;5
Home;10 a 19;02/07/2021;Cas;No iniciada;609
Home;10 a 19;02/07/2021;Cas;Parcial;2
Home;10 a 19;02/07/2021;Hospitalització;No iniciada;1
Dona;20 a 29;02/07/2021;Cas;Completa;75
Dona;20 a 29;02/07/2021;Cas;No iniciada;882
Dona;20 a 29;02/07/2021;Cas;Parcial;21
Dona;20 a 29;02/07/2021;Crítics;No iniciada;1
Home;20 a 29;02/07/2021;Cas;Parcial;11
Home;20 a 29;02/07/2021;Hospitalització;No iniciada;1
Home;20 a 29;02/07/2021;Cas;No iniciada;1,208
Home;20 a 29;02/07/2021;Cas;Completa;29
Dona;30 a 39;02/07/2021;Cas;Completa;23
Dona;30 a 39;02/07/2021;Crítics;No iniciada;1
Dona;30 a 39;02/07/2021;Cas;No iniciada;408
Dona;30 a 39;02/07/2021;Hospitalització;No iniciada;7
Dona;30 a 39;02/07/2021;Cas;Parcial;12
Home;30 a 39;02/07/2021;Cas;Parcial;10
Home;30 a 39;02/07/2021;Hospitalització;No iniciada;3
Home;30 a 39;02/07/2021;Cas;No iniciada;561
Home;30 a 39;02/07/2021;Cas;Completa;17
Dona;40 a 49;02/07/2021;Hospitalització;Parcial;2
Dona;40 a 49;02/07/2021;Cas;No iniciada;153
Dona;40 a 49;02/07/2021;Cas;Parcial;93
Dona;40 a 49;02/07/2021;Crítics;No iniciada;2
Dona;40 a 49;02/07/2021;Cas;Completa;33
Dona;40 a 49;02/07/2021;Hospitalització;Completa;1
Dona;40 a 49;02/07/2021;Hospitalització;No iniciada;4
Home;40 a 49;02/07/2021;Cas;Parcial;88
Home;40 a 49;02/07/2021;Hospitalització;Parcial;1
Home;40 a 49;02/07/2021;Cas;Completa;15
Home;40 a 49;02/07/2021;Hospitalització;No iniciada;7
Home;40 a 49;02/07/2021;Cas;No iniciada;151
Home;40 a 49;02/07/2021;Crítics;No iniciada;4
Home;40 a 49;02/07/2021;Crítics;Parcial;1
Dona;50 a 59;02/07/2021;Hospitalització;No iniciada;1
Dona;50 a 59;02/07/2021;Cas;Completa;64
Dona;50 a 59;02/07/2021;Hospitalització;Completa;1
Dona;50 a 59;02/07/2021;Cas;Parcial;51
Dona;50 a 59;02/07/2021;Cas;No iniciada;39
Home;50 a 59;02/07/2021;Hospitalització;Parcial;1
Home;50 a 59;02/07/2021;Cas;Parcial;31
Home;50 a 59;02/07/2021;Crítics;No iniciada;1
Home;50 a 59;02/07/2021;Cas;Completa;46
Home;50 a 59;02/07/2021;Cas;No iniciada;24
Dona;60 a 69;02/07/2021;Hospitalització;No iniciada;2
Dona;60 a 69;02/07/2021;Defunció;Completa;1
Dona;60 a 69;02/07/2021;Hospitalització;Parcial;3
Dona;60 a 69;02/07/2021;Cas;Completa;9
Dona;60 a 69;02/07/2021;Crítics;Parcial;1
Dona;60 a 69;02/07/2021;Cas;No iniciada;14
Dona;60 a 69;02/07/2021;Cas;Parcial;63
Home;60 a 69;02/07/2021;Cas;No iniciada;11
Home;60 a 69;02/07/2021;Crítics;Parcial;1
Home;60 a 69;02/07/2021;Crítics;No iniciada;3
Home;60 a 69;02/07/2021;Cas;Parcial;58
Home;60 a 69;02/07/2021;Hospitalització;No iniciada;6
Home;60 a 69;02/07/2021;Cas;Completa;5
Home;60 a 69;02/07/2021;Hospitalització;Parcial;3
Dona;70 a 79;02/07/2021;Cas;No iniciada;4
Dona;70 a 79;02/07/2021;Hospitalització;Completa;2
Dona;70 a 79;02/07/2021;Cas;Completa;25
Dona;70 a 79;02/07/2021;Hospitalització;No iniciada;1
Dona;70 a 79;02/07/2021;Cas;Parcial;1
Home;70 a 79;02/07/2021;Cas;Parcial;1
Home;70 a 79;02/07/2021;Cas;Completa;15
Home;70 a 79;02/07/2021;Hospitalització;No iniciada;1
Home;70 a 79;02/07/2021;Hospitalització;Parcial;1
Home;70 a 79;02/07/2021;Cas;No iniciada;2
Dona;80 o més;02/07/2021;Cas;No iniciada;5
Dona;80 o més;02/07/2021;Hospitalització;Parcial;1
Dona;80 o més;02/07/2021;Cas;Completa;26
Home;80 o més;02/07/2021;Cas;No iniciada;2
Home;80 o més;02/07/2021;Cas;Completa;14
Home;80 o més;02/07/2021;Hospitalització;Completa;2
No classificat;No classificat;02/07/2021;Cas;No iniciada;237
Dona;0 a 9;01/07/2021;Cas;No iniciada;56
Home;0 a 9;01/07/2021;Cas;No iniciada;64
Home;0 a 9;01/07/2021;Hospitalització;No iniciada;1
Dona;10 a 19;01/07/2021;Cas;No iniciada;689
Dona;10 a 19;01/07/2021;Cas;Parcial;3
Dona;10 a 19;01/07/2021;Hospitalització;No iniciada;2
Dona;10 a 19;01/07/2021;Cas;Completa;6
Home;10 a 19;01/07/2021;Cas;Completa;6
Home;10 a 19;01/07/2021;Hospitalització;No iniciada;1
Home;10 a 19;01/07/2021;Cas;Parcial;4
Home;10 a 19;01/07/2021;Cas;No iniciada;681
Dona;20 a 29;01/07/2021;Hospitalització;No iniciada;1
Dona;20 a 29;01/07/2021;Cas;Parcial;22
Dona;20 a 29;01/07/2021;Cas;Completa;60
Dona;20 a 29;01/07/2021;Cas;No iniciada;961
Home;20 a 29;01/07/2021;Cas;Parcial;10
Home;20 a 29;01/07/2021;Cas;No iniciada;1,328
Home;20 a 29;01/07/2021;Hospitalització;No iniciada;2
Home;20 a 29;01/07/2021;Cas;Completa;32
Home;20 a 29;01/07/2021;Hospitalització;Parcial;1
Dona;30 a 39;01/07/2021;Hospitalització;No iniciada;7
Dona;30 a 39;01/07/2021;Crítics;No iniciada;2
Dona;30 a 39;01/07/2021;Cas;Completa;30
Dona;30 a 39;01/07/2021;Cas;Parcial;12
Dona;30 a 39;01/07/2021;Cas;No iniciada;427
Home;30 a 39;01/07/2021;Cas;Parcial;8
Home;30 a 39;01/07/2021;Crítics;No iniciada;2
Home;30 a 39;01/07/2021;Cas;Completa;7
Home;30 a 39;01/07/2021;Hospitalització;No iniciada;8
Home;30 a 39;01/07/2021;Cas;No iniciada;554
Dona;40 a 49;01/07/2021;Cas;No iniciada;140
Dona;40 a 49;01/07/2021;Hospitalització;No iniciada;3
Dona;40 a 49;01/07/2021;Cas;Parcial;82
Dona;40 a 49;01/07/2021;Hospitalització;Parcial;2
Dona;40 a 49;01/07/2021;Cas;Completa;24
Home;40 a 49;01/07/2021;Cas;Completa;14
Home;40 a 49;01/07/2021;Hospitalització;No iniciada;6
Home;40 a 49;01/07/2021;Cas;No iniciada;166
Home;40 a 49;01/07/2021;Cas;Parcial;81
Home;40 a 49;01/07/2021;Crítics;No iniciada;1
Dona;50 a 59;01/07/2021;Cas;No iniciada;35
Dona;50 a 59;01/07/2021;Hospitalització;Parcial;1
Dona;50 a 59;01/07/2021;Cas;Parcial;43
Dona;50 a 59;01/07/2021;Hospitalització;Completa;1
Dona;50 a 59;01/07/2021;Cas;Completa;57
Home;50 a 59;01/07/2021;Cas;Completa;35
Home;50 a 59;01/07/2021;Crítics;Parcial;1
Home;50 a 59;01/07/2021;Cas;Parcial;39
Home;50 a 59;01/07/2021;Cas;No iniciada;35
Home;50 a 59;01/07/2021;Hospitalització;Parcial;1
Home;50 a 59;01/07/2021;Hospitalització;No iniciada;2
Dona;60 a 69;01/07/2021;Hospitalització;Parcial;2
Dona;60 a 69;01/07/2021;Cas;Completa;11
Dona;60 a 69;01/07/2021;Crítics;Parcial;1
Dona;60 a 69;01/07/2021;Cas;No iniciada;13
Dona;60 a 69;01/07/2021;Cas;Parcial;47
Dona;60 a 69;01/07/2021;Hospitalització;No iniciada;1
Home;60 a 69;01/07/2021;Cas;Completa;8
Home;60 a 69;01/07/2021;Cas;Parcial;44
Home;60 a 69;01/07/2021;Cas;No iniciada;12
Home;60 a 69;01/07/2021;Hospitalització;Completa;1
Dona;70 a 79;01/07/2021;Cas;Completa;18
Dona;70 a 79;01/07/2021;Cas;No iniciada;2
Home;70 a 79;01/07/2021;Cas;No iniciada;1
Home;70 a 79;01/07/2021;Hospitalització;Completa;1
Home;70 a 79;01/07/2021;Cas;Completa;11
Dona;80 o més;01/07/2021;Defunció;Completa;1
Dona;80 o més;01/07/2021;Hospitalització;No iniciada;4
Dona;80 o més;01/07/2021;Hospitalització;Completa;3
Dona;80 o més;01/07/2021;Cas;Completa;20
Dona;80 o més;01/07/2021;Cas;No iniciada;3
Home;80 o més;01/07/2021;Cas;Completa;9
Home;80 o més;01/07/2021;Hospitalització;Completa;2
Home;80 o més;01/07/2021;Crítics;Completa;1
No classificat;No classificat;01/07/2021;Cas;No iniciada;239
No classificat;No classificat;01/07/2021;Hospitalització;No iniciada;1
Dona;0 a 9;30/06/2021;Cas;No iniciada;59
Home;0 a 9;30/06/2021;Hospitalització;No iniciada;1
Home;0 a 9;30/06/2021;Cas;No iniciada;48
Dona;10 a 19;30/06/2021;Cas;No iniciada;658
Dona;10 a 19;30/06/2021;Hospitalització;No iniciada;1
Dona;10 a 19;30/06/2021;Cas;Parcial;4
Dona;10 a 19;30/06/2021;Cas;Completa;5
Home;10 a 19;30/06/2021;Cas;Completa;6
Home;10 a 19;30/06/2021;Cas;Parcial;2
Home;10 a 19;30/06/2021;Cas;No iniciada;620
Dona;20 a 29;30/06/2021;Cas;No iniciada;1,107
Dona;20 a 29;30/06/2021;Hospitalització;No iniciada;1
Dona;20 a 29;30/06/2021;Cas;Completa;80
Dona;20 a 29;30/06/2021;Cas;Parcial;32
Home;20 a 29;30/06/2021;Cas;Completa;34
Home;20 a 29;30/06/2021;Cas;No iniciada;1,536
Home;20 a 29;30/06/2021;Cas;Parcial;12
Dona;30 a 39;30/06/2021;Cas;Completa;26
Dona;30 a 39;30/06/2021;Cas;Parcial;6
Dona;30 a 39;30/06/2021;Hospitalització;No iniciada;5
Dona;30 a 39;30/06/2021;Cas;No iniciada;423
Home;30 a 39;30/06/2021;Cas;Parcial;6
Home;30 a 39;30/06/2021;Hospitalització;No iniciada;6
Home;30 a 39;30/06/2021;Cas;No iniciada;579
Home;30 a 39;30/06/2021;Cas;Completa;15
Dona;40 a 49;30/06/2021;Cas;No iniciada;115
Dona;40 a 49;30/06/2021;Hospitalització;Parcial;2
Dona;40 a 49;30/06/2021;Cas;Completa;30
Dona;40 a 49;30/06/2021;Cas;Parcial;54
Dona;40 a 49;30/06/2021;Hospitalització;No iniciada;5
Home;40 a 49;30/06/2021;Hospitalització;No iniciada;6
Home;40 a 49;30/06/2021;Crítics;Completa;1
Home;40 a 49;30/06/2021;Crítics;No iniciada;1
Home;40 a 49;30/06/2021;Cas;Completa;11
Home;40 a 49;30/06/2021;Cas;No iniciada;138
Home;40 a 49;30/06/2021;Cas;Parcial;55
Dona;50 a 59;30/06/2021;Hospitalització;Parcial;1
Dona;50 a 59;30/06/2021;Cas;Parcial;30
Dona;50 a 59;30/06/2021;Hospitalització;No iniciada;3
Dona;50 a 59;30/06/2021;Cas;Completa;49
Dona;50 a 59;30/06/2021;Cas;No iniciada;34
Home;50 a 59;30/06/2021;Hospitalització;Parcial;3
Home;50 a 59;30/06/2021;Crítics;Parcial;1
Home;50 a 59;30/06/2021;Cas;No iniciada;17
Home;50 a 59;30/06/2021;Cas;Completa;34
Home;50 a 59;30/06/2021;Cas;Parcial;25
Dona;60 a 69;30/06/2021;Hospitalització;No iniciada;1
Dona;60 a 69;30/06/2021;Hospitalització;Parcial;2
Dona;60 a 69;30/06/2021;Cas;Completa;3
Dona;60 a 69;30/06/2021;Cas;Parcial;42
Dona;60 a 69;30/06/2021;Cas;No iniciada;20
Dona;60 a 69;30/06/2021;Hospitalització;Completa;1
Home;60 a 69;30/06/2021;Cas;Parcial;44
Home;60 a 69;30/06/2021;Crítics;No iniciada;2
Home;60 a 69;30/06/2021;Defunció;No iniciada;1
Home;60 a 69;30/06/2021;Cas;No iniciada;13
Home;60 a 69;30/06/2021;Hospitalització;Completa;2
Home;60 a 69;30/06/2021;Cas;Completa;5
Home;60 a 69;30/06/2021;Hospitalització;No iniciada;1
Home;60 a 69;30/06/2021;Hospitalització;Parcial;2
Dona;70 a 79;30/06/2021;Cas;No iniciada;1
Dona;70 a 79;30/06/2021;Cas;Completa;16
Home;70 a 79;30/06/2021;Hospitalització;Completa;3
Home;70 a 79;30/06/2021;Cas;Parcial;1
Home;70 a 79;30/06/2021;Cas;No iniciada;3
Home;70 a 79;30/06/2021;Cas;Completa;7
Dona;80 o més;30/06/2021;Defunció;Parcial;1
Dona;80 o més;30/06/2021;Hospitalització;Parcial;1
Dona;80 o més;30/06/2021;Cas;Completa;14
Dona;80 o més;30/06/2021;Cas;Parcial;1
Dona;80 o més;30/06/2021;Cas;No iniciada;4
Dona;80 o més;30/06/2021;Hospitalització;No iniciada;1
Dona;80 o més;30/06/2021;Crítics;Parcial;1
Home;80 o més;30/06/2021;Cas;Completa;17
Home;80 o més;30/06/2021;Hospitalització;Completa;1
No classificat;No classificat;30/06/2021;Cas;No iniciada;202
Dona;0 a 9;29/06/2021;Cas;No iniciada;58
Home;0 a 9;29/06/2021;Cas;No iniciada;42
Dona;10 a 19;29/06/2021;Cas;Parcial;8
Dona;10 a 19;29/06/2021;Cas;Completa;5
Dona;10 a 19;29/06/2021;Cas;No iniciada;626
Home;10 a 19;29/06/2021;Cas;No iniciada;564
Home;10 a 19;29/06/2021;Cas;Parcial;2
Home;10 a 19;29/06/2021;Cas;Completa;3
Dona;20 a 29;29/06/2021;Crítics;No iniciada;1
Dona;20 a 29;29/06/2021;Cas;Parcial;20
Dona;20 a 29;29/06/2021;Hospitalització;No iniciada;1
Dona;20 a 29;29/06/2021;Cas;Completa;50
Dona;20 a 29;29/06/2021;Cas;No iniciada;775
Home;20 a 29;29/06/2021;Cas;Completa;21
Home;20 a 29;29/06/2021;Hospitalització;No iniciada;4
Home;20 a 29;29/06/2021;Cas;Parcial;7
Home;20 a 29;29/06/2021;Cas;No iniciada;1,104
Dona;30 a 39;29/06/2021;Cas;No iniciada;271
Dona;30 a 39;29/06/2021;Hospitalització;No iniciada;5
Dona;30 a 39;29/06/2021;Cas;Completa;13
Dona;30 a 39;29/06/2021;Cas;Parcial;3
Home;30 a 39;29/06/2021;Crítics;No iniciada;1
Home;30 a 39;29/06/2021;Cas;No iniciada;373
Home;30 a 39;29/06/2021;Cas;Completa;11
Home;30 a 39;29/06/2021;Cas;Parcial;1
Home;30 a 39;29/06/2021;Hospitalització;No iniciada;6
Dona;40 a 49;29/06/2021;Cas;Completa;12
Dona;40 a 49;29/06/2021;Cas;No iniciada;114
Dona;40 a 49;29/06/2021;Hospitalització;No iniciada;4
Dona;40 a 49;29/06/2021;Cas;Parcial;39
Dona;40 a 49;29/06/2021;Crítics;No iniciada;1
Home;40 a 49;29/06/2021;Cas;Parcial;44
Home;40 a 49;29/06/2021;Hospitalització;Parcial;1
Home;40 a 49;29/06/2021;Cas;Completa;10
Home;40 a 49;29/06/2021;Cas;No iniciada;131
Home;40 a 49;29/06/2021;Hospitalització;No iniciada;5
Dona;50 a 59;29/06/2021;Cas;Parcial;29
Dona;50 a 59;29/06/2021;Cas;No iniciada;23
Dona;50 a 59;29/06/2021;Cas;Completa;28
Dona;50 a 59;29/06/2021;Hospitalització;No iniciada;1
Dona;50 a 59;29/06/2021;Hospitalització;Completa;1
Home;50 a 59;29/06/2021;Cas;No iniciada;15
Home;50 a 59;29/06/2021;Cas;Parcial;32
Home;50 a 59;29/06/2021;Hospitalització;No iniciada;3
Home;50 a 59;29/06/2021;Cas;Completa;15
Dona;60 a 69;29/06/2021;Cas;Completa;4
Dona;60 a 69;29/06/2021;Hospitalització;No iniciada;1
Dona;60 a 69;29/06/2021;Hospitalització;Parcial;1
Dona;60 a 69;29/06/2021;Cas;Parcial;35
Dona;60 a 69;29/06/2021;Cas;No iniciada;12
Home;60 a 69;29/06/2021;Hospitalització;No iniciada;4
Home;60 a 69;29/06/2021;Hospitalització;Parcial;2
Home;60 a 69;29/06/2021;Cas;No iniciada;8
Home;60 a 69;29/06/2021;Cas;Parcial;28
Home;60 a 69;29/06/2021;Cas;Completa;5
Home;60 a 69;29/06/2021;Crítics;No iniciada;2
Dona;70 a 79;29/06/2021;Cas;No iniciada;3
Dona;70 a 79;29/06/2021;Cas;Parcial;1
Dona;70 a 79;29/06/2021;Hospitalització;Completa;1
Dona;70 a 79;29/06/2021;Cas;Completa;10
Home;70 a 79;29/06/2021;Crítics;Completa;1
Home;70 a 79;29/06/2021;Cas;Completa;8
Home;70 a 79;29/06/2021;Cas;No iniciada;1
Dona;80 o més;29/06/2021;Cas;Completa;9
Dona;80 o més;29/06/2021;Defunció;Completa;1
Dona;80 o més;29/06/2021;Defunció;No iniciada;1
Dona;80 o més;29/06/2021;Cas;No iniciada;1
Dona;80 o més;29/06/2021;Hospitalització;Completa;2
Home;80 o més;29/06/2021;Hospitalització;Completa;1
Home;80 o més;29/06/2021;Hospitalització;No iniciada;1
Home;80 o més;29/06/2021;Cas;Completa;9
No classificat;No classificat;29/06/2021;Hospitalització;No iniciada;1
No classificat;No classificat;29/06/2021;Cas;No iniciada;157
Dona;0 a 9;28/06/2021;Cas;No iniciada;49
Home;0 a 9;28/06/2021;Hospitalització;No iniciada;1
Home;0 a 9;28/06/2021;Cas;No iniciada;47
Dona;10 a 19;28/06/2021;Cas;Completa;5
Dona;10 a 19;28/06/2021;Cas;No iniciada;502
Dona;10 a 19;28/06/2021;Cas;Parcial;4
Home;10 a 19;28/06/2021;Cas;Completa;1
Home;10 a 19;28/06/2021;Cas;No iniciada;459
Dona;20 a 29;28/06/2021;Cas;Completa;37
Dona;20 a 29;28/06/2021;Cas;No iniciada;643
Dona;20 a 29;28/06/2021;Cas;Parcial;16
Dona;20 a 29;28/06/2021;Hospitalització;No iniciada;2
Home;20 a 29;28/06/2021;Cas;Parcial;4
Home;20 a 29;28/06/2021;Hospitalització;No iniciada;2
Home;20 a 29;28/06/2021;Cas;No iniciada;858
Home;20 a 29;28/06/2021;Cas;Completa;19
Dona;30 a 39;28/06/2021;Cas;No iniciada;248
Dona;30 a 39;28/06/2021;Cas;Completa;19
Dona;30 a 39;28/06/2021;Hospitalització;No iniciada;5
Dona;30 a 39;28/06/2021;Cas;Parcial;6
Home;30 a 39;28/06/2021;Cas;No iniciada;357
Home;30 a 39;28/06/2021;Hospitalització;No iniciada;2
Home;30 a 39;28/06/2021;Cas;Parcial;4
Home;30 a 39;28/06/2021;Cas;Completa;11
Dona;40 a 49;28/06/2021;Cas;No iniciada;113
Dona;40 a 49;28/06/2021;Hospitalització;No iniciada;3
Dona;40 a 49;28/06/2021;Cas;Parcial;39
Dona;40 a 49;28/06/2021;Cas;Completa;13
Dona;40 a 49;28/06/2021;Crítics;No iniciada;1
Home;40 a 49;28/06/2021;Crítics;No iniciada;3
Home;40 a 49;28/06/2021;Cas;Completa;6
Home;40 a 49;28/06/2021;Cas;No iniciada;131
Home;40 a 49;28/06/2021;Hospitalització;No iniciada;6
Home;40 a 49;28/06/2021;Cas;Parcial;38
Dona;50 a 59;28/06/2021;Cas;Parcial;28
Dona;50 a 59;28/06/2021;Hospitalització;No iniciada;2
Dona;50 a 59;28/06/2021;Hospitalització;Parcial;1
Dona;50 a 59;28/06/2021;Cas;Completa;18
Dona;50 a 59;28/06/2021;Cas;No iniciada;22
Home;50 a 59;28/06/2021;Cas;Completa;11
Home;50 a 59;28/06/2021;Hospitalització;Completa;2
Home;50 a 59;28/06/2021;Hospitalització;Parcial;2
Home;50 a 59;28/06/2021;Cas;Parcial;35
Home;50 a 59;28/06/2021;Hospitalització;No iniciada;4
Home;50 a 59;28/06/2021;Cas;No iniciada;18
Home;50 a 59;28/06/2021;Crítics;No iniciada;3
Dona;60 a 69;28/06/2021;Cas;Completa;7
Dona;60 a 69;28/06/2021;Hospitalització;No iniciada;1
Dona;60 a 69;28/06/2021;Cas;No iniciada;17
Dona;60 a 69;28/06/2021;Cas;Parcial;28
Home;60 a 69;28/06/2021;Hospitalització;No iniciada;3
Home;60 a 69;28/06/2021;Cas;Completa;2
Home;60 a 69;28/06/2021;Cas;No iniciada;10
Home;60 a 69;28/06/2021;Crítics;No iniciada;1
Home;60 a 69;28/06/2021;Cas;Parcial;44
Home;60 a 69;28/06/2021;Hospitalització;Parcial;2
Home;60 a 69;28/06/2021;Crítics;Parcial;1
Home;60 a 69;28/06/2021;Hospitalització;Completa;1
Dona;70 a 79;28/06/2021;Hospitalització;Completa;1
Dona;70 a 79;28/06/2021;Cas;Completa;10
Dona;70 a 79;28/06/2021;Cas;No iniciada;3
Dona;70 a 79;28/06/2021;Cas;Parcial;1
Home;70 a 79;28/06/2021;Cas;Completa;8
Home;70 a 79;28/06/2021;Cas;No iniciada;1
Dona;80 o més;28/06/2021;Hospitalització;Completa;5
Dona;80 o més;28/06/2021;Cas;Completa;14
Home;80 o més;28/06/2021;Cas;Completa;5
Home;80 o més;28/06/2021;Hospitalització;Completa;2
Home;80 o més;28/06/2021;Hospitalització;No iniciada;1
Home;80 o més;28/06/2021;Cas;No iniciada;1
No classificat;No classificat;28/06/2021;Cas;No iniciada;147
No classificat;No classificat;28/06/2021;Hospitalització;No iniciada;2
Dona;0 a 9;27/06/2021;Hospitalització;No iniciada;1
Dona;0 a 9;27/06/2021;Cas;No iniciada;12
Home;0 a 9;27/06/2021;Cas;No iniciada;18
Dona;10 a 19;27/06/2021;Cas;No iniciada;177
Dona;10 a 19;27/06/2021;Hospitalització;No iniciada;1
Dona;10 a 19;27/06/2021;Cas;Parcial;2
Home;10 a 19;27/06/2021;Cas;No iniciada;164
Dona;20 a 29;27/06/2021;Cas;No iniciada;215
Dona;20 a 29;27/06/2021;Cas;Parcial;3
Dona;20 a 29;27/06/2021;Cas;Completa;8
Home;20 a 29;27/06/2021;Hospitalització;No iniciada;1
Home;20 a 29;27/06/2021;Cas;Parcial;3
Home;20 a 29;27/06/2021;Cas;No iniciada;300
Home;20 a 29;27/06/2021;Cas;Completa;7
Dona;30 a 39;27/06/2021;Hospitalització;No iniciada;2
Dona;30 a 39;27/06/2021;Crítics;No iniciada;1
Dona;30 a 39;27/06/2021;Cas;Completa;5
Dona;30 a 39;27/06/2021;Cas;No iniciada;75
Dona;30 a 39;27/06/2021;Cas;Parcial;1
Home;30 a 39;27/06/2021;Cas;No iniciada;106
Home;30 a 39;27/06/2021;Hospitalització;No iniciada;1
Home;30 a 39;27/06/2021;Cas;Completa;2
Dona;40 a 49;27/06/2021;Cas;Completa;5
Dona;40 a 49;27/06/2021;Cas;Parcial;9
Dona;40 a 49;27/06/2021;Hospitalització;No iniciada;2
Dona;40 a 49;27/06/2021;Cas;No iniciada;43
Home;40 a 49;27/06/2021;Hospitalització;No iniciada;6
Home;40 a 49;27/06/2021;Cas;No iniciada;43
Home;40 a 49;27/06/2021;Cas;Completa;1
Home;40 a 49;27/06/2021;Cas;Parcial;9
Home;40 a 49;27/06/2021;Crítics;No iniciada;1
Dona;50 a 59;27/06/2021;Cas;No iniciada;8
Dona;50 a 59;27/06/2021;Cas;Parcial;5
Dona;50 a 59;27/06/2021;Crítics;No iniciada;1
Dona;50 a 59;27/06/2021;Cas;Completa;6
Home;50 a 59;27/06/2021;Hospitalització;No iniciada;2
Home;50 a 59;27/06/2021;Cas;No iniciada;9
Home;50 a 59;27/06/2021;Cas;Parcial;6
Home;50 a 59;27/06/2021;Cas;Completa;3
Home;50 a 59;27/06/2021;Crítics;No iniciada;2
Dona;60 a 69;27/06/2021;Cas;Parcial;15
Dona;60 a 69;27/06/2021;Hospitalització;Parcial;1
Home;60 a 69;27/06/2021;Hospitalització;No iniciada;2
Home;60 a 69;27/06/2021;Cas;No iniciada;2
Home;60 a 69;27/06/2021;Cas;Completa;1
Home;60 a 69;27/06/2021;Crítics;Completa;1
Home;60 a 69;27/06/2021;Hospitalització;Parcial;1
Home;60 a 69;27/06/2021;Cas;Parcial;14
Dona;70 a 79;27/06/2021;Cas;Completa;4
Dona;70 a 79;27/06/2021;Hospitalització;Completa;1
Home;70 a 79;27/06/2021;Crítics;Parcial;1
Home;70 a 79;27/06/2021;Cas;Completa;3
Dona;80 o més;27/06/2021;Defunció;Completa;3
Dona;80 o més;27/06/2021;Cas;Completa;6
Dona;80 o més;27/06/2021;Cas;No iniciada;1
Dona;80 o més;27/06/2021;Hospitalització;Completa;2
Home;80 o més;27/06/2021;Cas;Completa;3
Home;80 o més;27/06/2021;Defunció;Completa;1
No classificat;No classificat;27/06/2021;Cas;No iniciada;28
Dona;0 a 9;26/06/2021;Cas;No iniciada;11
Home;0 a 9;26/06/2021;Cas;No iniciada;10
Dona;10 a 19;26/06/2021;Cas;Parcial;1
Dona;10 a 19;26/06/2021;Cas;No iniciada;134
Dona;10 a 19;26/06/2021;Cas;Completa;2
Home;10 a 19;26/06/2021;Cas;No iniciada;133
Home;10 a 19;26/06/2021;Cas;Completa;1
Dona;20 a 29;26/06/2021;Cas;Completa;9
Dona;20 a 29;26/06/2021;Cas;No iniciada;155
Dona;20 a 29;26/06/2021;Hospitalització;No iniciada;3
Dona;20 a 29;26/06/2021;Cas;Parcial;4
Home;20 a 29;26/06/2021;Cas;Completa;3
Home;20 a 29;26/06/2021;Cas;Parcial;1
Home;20 a 29;26/06/2021;Cas;No iniciada;162
Dona;30 a 39;26/06/2021;Cas;Completa;2
Dona;30 a 39;26/06/2021;Hospitalització;No iniciada;3
Dona;30 a 39;26/06/2021;Cas;No iniciada;66
Home;30 a 39;26/06/2021;Cas;Parcial;1
Home;30 a 39;26/06/2021;Cas;No iniciada;76
Home;30 a 39;26/06/2021;Hospitalització;No iniciada;3
Home;30 a 39;26/06/2021;Crítics;No iniciada;1
Home;30 a 39;26/06/2021;Cas;Completa;2
Dona;40 a 49;26/06/2021;Cas;Parcial;9
Dona;40 a 49;26/06/2021;Cas;Completa;2
Dona;40 a 49;26/06/2021;Hospitalització;No iniciada;1
Dona;40 a 49;26/06/2021;Cas;No iniciada;37
Home;40 a 49;26/06/2021;Cas;Parcial;10
Home;40 a 49;26/06/2021;Cas;No iniciada;36
Home;40 a 49;26/06/2021;Cas;Completa;1
Home;40 a 49;26/06/2021;Hospitalització;No iniciada;3
Dona;50 a 59;26/06/2021;Cas;Completa;8
Dona;50 a 59;26/06/2021;Hospitalització;No iniciada;3
Dona;50 a 59;26/06/2021;Cas;No iniciada;4
Dona;50 a 59;26/06/2021;Cas;Parcial;7
Home;50 a 59;26/06/2021;Crítics;No iniciada;3
Home;50 a 59;26/06/2021;Hospitalització;Parcial;1
Home;50 a 59;26/06/2021;Hospitalització;No iniciada;3
Home;50 a 59;26/06/2021;Cas;Parcial;3
Home;50 a 59;26/06/2021;Cas;Completa;3
Home;50 a 59;26/06/2021;Cas;No iniciada;10
Dona;60 a 69;26/06/2021;Cas;Completa;1
Dona;60 a 69;26/06/2021;Cas;Parcial;15
Dona;60 a 69;26/06/2021;Cas;No iniciada;2
Home;60 a 69;26/06/2021;Hospitalització;No iniciada;2
Home;60 a 69;26/06/2021;Cas;Parcial;10
Home;60 a 69;26/06/2021;Cas;No iniciada;1
Home;60 a 69;26/06/2021;Hospitalització;Parcial;2
Home;60 a 69;26/06/2021;Cas;Completa;1
Home;60 a 69;26/06/2021;Crítics;Parcial;1
Home;60 a 69;26/06/2021;Defunció;No iniciada;1
Dona;70 a 79;26/06/2021;Crítics;No iniciada;1
Dona;70 a 79;26/06/2021;Cas;Completa;4
Dona;70 a 79;26/06/2021;Hospitalització;Completa;1
Home;70 a 79;26/06/2021;Defunció;Parcial;1
Dona;80 o més;26/06/2021;Cas;No iniciada;1
